,train_name,train_number,source,destination,distance,total_time,departure,arrival
4495,Porbandar Bhanvad Passenger,59216,PORBANDAR,BHANVAD,52,0 days 01:30:00,19:05:00,20:35:00
4496,Bhavnagar Mahuva Passenger,59225,BHAVNAGAR TERMINUS,MAHUVA JN,203,0 days 04:45:00,09:25:00,14:10:00
4497,Mahuva Bhavnagar Passenger,59226,MAHUVA JN,BHAVANAGAR PARA,220,0 days 05:10:00,14:30:00,19:40:00
4498,Botad Bhavnagar Passenger,59227,BOTAD JN,BHAVNAGAR TERMINUS,93,0 days 02:15:00,21:10:00,23:25:00
4499,Bhavnagar-Botad Passenger,59228,BHAVNAGAR TERMINUS,BOTAD JN,93,0 days 02:10:00,05:00:00,07:10:00
4500,Botad Jn-Bhavnagar T Passenger,59229,BOTAD JN,BHAVNAGAR TERMINUS,93,0 days 02:30:00,06:25:00,08:55:00
4501,Bhavnagar Botad Passenger,59230,BHAVNAGAR TERMINUS,SURAT,526,0 days 13:00:00,18:40:00,07:40:00
4502,Surendranagar Botad Passenger,59231,SURENDRANAGAR,BOTAD JN,77,0 days 01:45:00,18:50:00,20:35:00
4503,Botad Surendranagar Passenger,59232,BOTAD JN,SURENDRANAGAR,77,0 days 01:50:00,07:15:00,09:05:00
4504,Surendranagar Bhavnagar Passenger,59233,SURENDRANAGAR,BHAVNAGAR TERMINUS,170,0 days 04:10:00,09:25:00,13:35:00
4505,Bhavnagar Surendranagar Passenger,59234,BHAVNAGAR TERMINUS,SURENDRANAGAR,170,0 days 03:50:00,14:40:00,18:30:00
4506,Dhola Mahuva Passenger,59235,DHOLA JN,MAHUVA JN,153,0 days 03:30:00,06:30:00,10:00:00
4507,Mahuva Dhola Passenger,59236,MAHUVA JN,DHOLA JN,153,0 days 03:35:00,17:30:00,21:05:00
4508,Rajula Mahuva Passenger,59243,Rajula City,MAHUVA JN,38,0 days 01:25:00,12:05:00,13:30:00
4509,Mahuva Rajula Passenger,59244,MAHUVA JN,Rajula City,38,0 days 01:20:00,10:25:00,11:45:00
4510,Palitana Bhavnagar Passenger,59267,Palitana,BHAVNAGAR TERMINUS,49,0 days 01:30:00,08:10:00,09:40:00
4511,Bhavnagar Palitana Passenger,59268,BHAVNAGAR TERMINUS,Palitana,49,0 days 01:15:00,06:15:00,07:30:00
4512,Palitana Bhavnagar Passenger,59269,Palitana,BHAVNAGAR TERMINUS,49,0 days 01:30:00,20:15:00,21:45:00
4513,Bhavnagar Palitana Passenger,59270,BHAVNAGAR TERMINUS,Palitana,49,0 days 01:15:00,18:15:00,19:30:00
4514,Surendranagar Bhavnagar Fast Passenger,59271,SURENDRANAGAR,BHAVNAGAR TERMINUS,170,0 days 03:55:00,13:30:00,17:25:00
4515,Bhavnagar Surendranagar Passenger,59272,BHAVNAGAR TERMINUS,SURENDRANAGAR,170,0 days 03:45:00,08:35:00,12:20:00
4516,Palitana Bhavnagar Passenger,59295,Palitana,BHAVNAGAR TERMINUS,49,0 days 01:15:00,16:35:00,17:50:00
4517,Bhavnagar Palitana Passenger,59296,BHAVNAGAR TERMINUS,Palitana,61,0 days 01:15:00,15:00:00,16:15:00
4518,Porbandar Veraval Passenger,59297,PORBANDAR,VERAVAL,232,0 days 05:05:00,05:55:00,11:00:00
4519,Veraval Porbandar Passenger,59298,VERAVAL,PORBANDAR,231,0 days 05:35:00,16:10:00,21:45:00
4520,Ujjain-Indore Passenger,59306,UJJAIN JN,INDORE JN BG,79,0 days 02:00:00,08:15:00,10:15:00
4521,Ujjain Nagda Passenger,59318,UJJAIN JN,NAGDA JN,56,0 days 01:25:00,07:20:00,08:45:00
4522,Ujjain Bhopal Passenger,59319,UJJAIN JN,BHOPAL JN,184,0 days 04:45:00,17:05:00,21:50:00
4523,Bhopal Ujjain Passenger,59320,BHOPAL JN,UJJAIN JN,184,0 days 04:20:00,06:30:00,10:50:00
4524,Nagda Bina Passenger,59341,NAGDA JN,BINA JN,429,0 days 11:50:00,11:35:00,23:25:00
4525,Bina Nagda Passenger,59342,BINA JN,NAGDA JN,429,0 days 11:00:00,04:00:00,15:00:00
4526,Ratlam Nagda Passenger,59345,RATLAM JN,NAGDA JN,41,0 days 01:00:00,10:20:00,11:20:00
4527,Nagda Ratlam Passenger,59346,NAGDA JN,RATLAM JN,41,0 days 00:55:00,08:50:00,09:45:00
4528,Ratlam Mathura Passenger,59355,RATLAM JN,MATHURA JN,591,0 days 16:25:00,07:00:00,23:25:00
4529,Mathura Ratlam Passenger,59356,MATHURA JN,RATLAM JN,591,0 days 15:45:00,05:15:00,21:00:00
4530,Bayana Yamunabridge Passenger,59357,BAYANA JN,YAMUNA BRIDGE AGRA,88,0 days 03:00:00,09:10:00,12:10:00
4531,Yamuna Bridge Bayana Passenger,59358,YAMUNA BRIDGE AGRA,BAYANA JN,88,0 days 03:15:00,13:45:00,17:00:00
4532,Indore Maksi Passenger,59379,INDORE JN BG,MAKSI,75,0 days 01:45:00,05:45:00,07:30:00
4533,Panchvalley Fast Passenger,59385,INDORE JN BG,Chhindwara Junction,554,0 days 15:20:00,13:10:00,04:30:00
4534,Panchvalley Passenger,59386,Chhindwara Junction,INDORE JN BG,554,0 days 16:25:00,21:05:00,13:30:00
4535,Nagda Ujjain Passenger,59317,NAGDA JN,UJJAIN JN,56,0 days 01:35:00,18:00:00,19:35:00
4536,Ujjain Nagda Passenger,59354,UJJAIN JN,NAGDA JN,56,0 days 01:35:00,20:40:00,22:15:00
4537,Panchvalley Passenger Slip2,59386-Slip2,Chhindwara Junction,GORAKHPUR JN,1197,1 days 10:20:00,21:05:00,07:25:00
4538,Nagda Indore Bg Passenger,59387,NAGDA JN,INDORE JN BG,135,0 days 04:05:00,15:15:00,19:20:00
4539,Indore Bg Nagda Passenger,59388,INDORE JN BG,NAGDA JN,135,0 days 04:20:00,08:30:00,12:50:00
4540,Indore-Bhopal Fast Passenger,59389,INDORE JN BG,BHOPAL JN,263,0 days 05:45:00,23:45:00,05:30:00
4541,Bhopal-Indore Fast Passenger,59390,BHOPAL JN,INDORE JN BG,263,0 days 05:45:00,22:50:00,04:35:00
4542,Amla Chhindwara Passenger,59395,AMLA JN,Chhindwara Junction,115,0 days 03:30:00,16:30:00,20:00:00
4543,Chhindwara Amla Passenger,59396,Chhindwara Junction,AMLA JN,115,0 days 03:10:00,08:00:00,11:10:00
4544,Rajkot Veraval Passenger,59421,RAJKOT JN,VERAVAL,185,0 days 04:30:00,07:50:00,12:20:00
4545,Somnath Rajkot Passenger,59422,SOMNATH,RAJKOT JN,190,0 days 05:00:00,04:20:00,09:20:00
4546,Rajkot Somnath Passenger,59423,RAJKOT JN,SOMNATH,190,0 days 05:00:00,18:20:00,23:20:00
4547,Veraval Rajkot Passenger,59424,VERAVAL,RAJKOT JN,185,0 days 04:30:00,17:40:00,22:10:00
4548,Ahmadabad Passenger,59439,Mumbai Central,AHMEDABAD JN,491,0 days 16:25:00,12:15:00,04:40:00
4549,Ahmedabad Passenger,59440,AHMEDABAD JN,BORIVALI,462,0 days 15:00:00,23:00:00,14:00:00
4550,Mumbai Central-Ahmedabad Passenger,59441,Mumbai Central,AHMEDABAD JN,491,0 days 16:15:00,22:40:00,14:55:00
4551,Ahmedabad Passenger Slip,59441-Slip,Mumbai Central,NANDURBAR,423,0 days 14:05:00,22:40:00,12:45:00
4552,Rajkot Veraval Passenger,59459,RAJKOT JN,VERAVAL,185,0 days 04:20:00,11:15:00,15:35:00
4553,Veraval Mumbai Central Passenger Express,59460,VERAVAL,Mumbai Central,923,0 days 18:20:00,13:20:00,07:40:00
4554,Borivali Dahanu Shuttle,59461,BORIVALI,DAHANU ROAD,90,0 days 02:05:00,16:00:00,18:05:00
4555,Dahanu Mumbai Passenger,59462,DAHANU ROAD,Mumbai Central,120,0 days 03:10:00,18:55:00,22:05:00
4556,ADI - PTN PASSENGER,59473,AHMEDABAD JN,PATAN,107,0 days 03:05:00,03:30:00,06:35:00
4557,PATAN - AHMEDABAD PASSENGER,59474,PATAN,AHMEDABAD JN,106,0 days 03:35:00,20:00:00,23:35:00
4558,Mahesana Patan Passenger,59475,MAHESANA JN,PATAN,40,0 days 00:55:00,10:15:00,11:10:00
4559,Patan Mehsana Passenger,59476,PATAN,MAHESANA JN,40,0 days 01:00:00,12:05:00,13:05:00
4560,Mahesana Patan Passenger,59477,MAHESANA JN,PATAN,40,0 days 00:55:00,15:20:00,16:15:00
4561,Patan Mehsana Passenger,59478,PATAN,MAHESANA JN,40,0 days 00:55:00,17:05:00,18:00:00
4562,Haldighati Passenger,59481,MAHESANA JN,PATAN,40,0 days 00:55:00,18:30:00,19:25:00
4563,Patan Mahesana Passenger,59482,PATAN,MAHESANA JN,40,0 days 00:55:00,06:55:00,07:50:00
4564,AHMEDABAD PATAN PASS,59483,MAHESANA JN,PATAN,40,0 days 00:55:00,05:40:00,06:35:00
4565,Patan Mahesana DMU,59484,PATAN,MAHESANA JN,40,0 days 00:55:00,20:25:00,21:20:00
4566,Viramgam Okha Fast Passenger,59503,VIRAMGAM JN,OKHA,429,0 days 13:00:00,11:35:00,00:35:00
4567,Okha Viramgam Fast Passenger,59504,OKHA,VIRAMGAM JN,429,0 days 13:35:00,03:00:00,16:35:00
4568,Mahesana Viramgam Passenger,59509,MAHESANA JN,VIRAMGAM JN,66,0 days 01:55:00,08:25:00,10:20:00
4569,Viramgam Mahesana Passenger,59510,VIRAMGAM JN,MAHESANA JN,66,0 days 01:55:00,06:00:00,07:55:00
4570,Mahesana Viramgam,59511,MAHESANA JN,VIRAMGAM JN,66,0 days 01:55:00,19:20:00,21:15:00
4571,Viramgam Mahesana,59512,VIRAMGAM JN,MAHESANA JN,66,0 days 01:55:00,16:25:00,18:20:00
4572,Ahmedabad Okha Passenger,59547,AHMEDABAD JN,OKHA,499,0 days 17:10:00,12:00:00,05:10:00
4573,Okha Ahmedabad Passenger,59548,OKHA,AHMEDABAD JN,499,0 days 16:00:00,22:10:00,14:10:00
4574,Beawar Ajmer Passenger,59601,BEAWAR,AJMER JN,53,0 days 01:20:00,07:45:00,09:05:00
4575,Ajmer Beawar Passenger,59602,AJMER JN,BEAWAR,53,0 days 01:20:00,17:50:00,19:10:00
4576,Ajmer Udaipur Passenger,59603,AJMER JN,UDAIPUR CITY,300,0 days 08:55:00,08:00:00,16:55:00
4577,Udaipur Ajmer Passenger,59604,UDAIPUR CITY,AJMER JN,300,0 days 08:20:00,09:40:00,18:00:00
4578,Chittaurgarh Udaipur Passenger,59605,CHITTAURGARH,UDAIPUR CITY,114,0 days 02:50:00,05:45:00,08:35:00
4579,Udaipur Chittaurgarh Passenger,59606,UDAIPUR CITY,CHITTAURGARH,114,0 days 03:05:00,19:30:00,22:35:00
4580,Hisar-Jaipur Passenger,59702,Hisar,JAIPUR,368,0 days 09:45:00,23:30:00,09:15:00
4581,Hisar Rewari Passenger,59703,Hisar,REWARI,143,0 days 03:45:00,06:20:00,10:05:00
4582,Gondia Durg Passenger,59704,REWARI,Hisar,143,0 days 03:45:00,17:30:00,21:15:00
4583,Amla Betul Passenger,51239,AMLA JN,BETUL,23,0 days 00:35:00,07:05:00,07:40:00
4584,Habibganj Dahod Fast Pass,59394,HABIBGANJ,DAHOD,400,0 days 11:00:00,11:50:00,22:50:00
4585,Suratgarh Jaipur Passenger,59705,SURATGARH JN,JAIPUR,562,0 days 15:45:00,06:15:00,22:00:00
4586,ANUPGARH - SURATGARH Passenger,59707,ANUPGARH,SURATGARH JN,76,0 days 01:50:00,10:35:00,12:25:00
4587,SURATGARH - ANUPGARH Passenger,59708,SURATGARH JN,ANUPGARH,76,0 days 01:55:00,08:10:00,10:05:00
4588,APH-SOG  PASSANGER,59709,ANUPGARH,SURATGARH JN,76,0 days 01:40:00,17:00:00,18:40:00
4589,Suratgarh Anupgarh Passenger,59710,SURATGARH JN,ANUPGARH,76,0 days 01:45:00,14:50:00,16:35:00
4590,Bhatinda Suratgarh Passenger,59711,BHATINDA JN,SURATGARH JN,142,0 days 03:40:00,14:45:00,18:25:00
4591,Suratgarh Bhatinda Passenger,59712,SURATGARH JN,BHATINDA JN,142,0 days 03:35:00,09:00:00,12:35:00
4592,Phulera Jaipur Passenger,59713,PHULERA JN,JAIPUR,55,0 days 01:15:00,07:00:00,08:15:00
4593,Jaipur Phulera Passenger,59714,JAIPUR,PHULERA JN,55,0 days 01:30:00,18:25:00,19:55:00
4594,Phulera Rewari Passenger,59715,PHULERA JN,REWARI,216,0 days 05:00:00,03:30:00,08:30:00
4595,Rewari Phulera Passenger,59716,REWARI,PHULERA JN,216,0 days 05:00:00,05:30:00,10:30:00
4596,Phulera Rewari Passenger,59717,PHULERA JN,REWARI,216,0 days 04:50:00,17:00:00,21:50:00
4597,Rewari Phulera Passenger,59718,REWARI,PHULERA JN,216,0 days 04:50:00,19:05:00,23:55:00
4598,Jaipur Hisar Passenger,59721,JAIPUR,Hisar,369,0 days 08:25:00,05:15:00,13:40:00
4599,Hisar - Jaipur Fast Passenger,59722,Hisar,JAIPUR,369,0 days 08:45:00,14:10:00,22:55:00
4600,Rewari Sadulpur Passenger,59723,REWARI,Hisar,211,0 days 05:00:00,07:15:00,12:15:00
4601,Sadulpur Rewari Passenger,59724,Hisar,REWARI,211,0 days 05:20:00,12:45:00,18:05:00
4602,Rewari Sadulpur Passenger,59725,REWARI,Hisar,211,0 days 05:25:00,18:55:00,00:20:00
4603,Sadulpur Rewari Passenger,59726,Hisar,REWARI,211,0 days 05:25:00,00:45:00,06:10:00
4604,Kota Jaipur Passenger,59801,KOTA JN,JAIPUR,240,0 days 04:45:00,23:45:00,04:30:00
4605,Jaipur Nagda Fast Passenger,59802,JAIPUR,NAGDA JN,465,0 days 11:45:00,23:30:00,11:15:00
4606,Bayana Jaipur Fast Passenger,59805,JAIPUR,BAYANA JN,273,0 days 06:20:00,06:45:00,13:05:00
4607,Jaipur Bayana Fast Passenger,59806,BAYANA JN,JAIPUR,273,0 days 06:20:00,13:50:00,20:10:00
4608,Haldighati Passenger,59811,RATLAM JN,AGRA FORT,694,0 days 21:15:00,08:45:00,06:00:00
4609,Haldighati Passenger,59812,AGRA FORT,RATLAM JN,694,0 days 20:55:00,19:05:00,16:00:00
4610,Kota Agra Yamuna Bridge Passenger,59813,KOTA JN,YAMUNA BRIDGE AGRA,336,0 days 10:10:00,07:15:00,17:25:00
4611,Agra Fort Bayana Passenger,59814,AGRA FORT,KOTA JN,333,0 days 09:15:00,08:00:00,17:15:00
4612,KOTA - BHIND Passenger,59821,KOTA JN,BHIND,495,0 days 16:35:00,22:05:00,14:40:00
4613,BHIND - KOTA PASSENGER,59822,BHIND,KOTA JN,500,0 days 15:05:00,18:10:00,09:15:00
4614,Vadodara Kota Passenger,59831,VADODARA JN,KOTA JN,526,0 days 15:00:00,07:15:00,22:15:00
4615,Kota Nimach Passenger,59833,KOTA JN,NIMACH,227,0 days 07:15:00,22:45:00,06:00:00
4616,Nimach Kota Passenger,59834,NIMACH,KOTA JN,227,0 days 06:30:00,22:30:00,05:00:00
4617,Nimach Udaipur Passenger,59835,NIMACH,UDAIPUR CITY,170,0 days 04:25:00,07:15:00,11:40:00
4618,Udaipur Nimach Passenger,59836,UDAIPUR CITY,NIMACH,170,0 days 04:45:00,15:05:00,19:50:00
4619,Badnera Amravati Passenger,61135,BADNERA JN,Amravati,6,0 days 00:15:00,01:30:00,01:45:00
4620,JASIDIH BAIDYANATH PASS,63153,JASIDIH JN,Baidyanathdham Deoghar,6,0 days 00:20:00,08:25:00,08:45:00
4621,BAIDYANATH JASIDIH PASS,63154,Baidyanathdham Deoghar,JASIDIH JN,6,0 days 00:20:00,09:30:00,09:50:00
4622,JASIDIH BAIDYANATH PASS,63155,JASIDIH JN,Baidyanathdham Deoghar,6,0 days 00:20:00,10:00:00,10:20:00
4623,BAIDYANATH JASIDIH PASS,63156,Baidyanathdham Deoghar,JASIDIH JN,6,0 days 00:20:00,10:50:00,11:10:00
4624,Jasidih Baidyanathdham Passenger,63157,JASIDIH JN,Baidyanathdham Deoghar,6,0 days 00:19:00,12:26:00,12:45:00
4625,BAIDYANATH JASIDIH PASS,63160,Baidyanathdham Deoghar,JASIDIH JN,6,0 days 00:20:00,15:30:00,15:50:00
4626,JASIDIH BAIDYANATH PASS,63161,JASIDIH JN,Baidyanathdham Deoghar,6,0 days 00:20:00,16:40:00,17:00:00
4627,BAIDYANATH JASIDIH PASS,63162,Baidyanathdham Deoghar,JASIDIH JN,6,0 days 00:20:00,17:10:00,17:30:00
4628,JASIDIH BAIDYANATH PASS,63163,JASIDIH JN,Baidyanathdham Deoghar,6,0 days 00:20:00,17:45:00,18:05:00
4629,BAIDYANATH JASIDIH PASS,63164,Baidyanathdham Deoghar,JASIDIH JN,6,0 days 00:20:00,18:25:00,18:45:00
4630,JASIDIH BAIDYANATH PASS,63165,JASIDIH JN,Baidyanathdham Deoghar,6,0 days 00:20:00,19:50:00,20:10:00
4631,JASIDIH BAIDYANATH PASS,63167,JASIDIH JN,Baidyanathdham Deoghar,6,0 days 00:15:00,22:50:00,23:05:00
4632,BAIDYANATH JASIDIH PASS,63168,Baidyanathdham Deoghar,JASIDIH JN,6,0 days 00:15:00,23:30:00,23:45:00
4633,Jhajha Patna Passenger MEMU,63207,JHAJHA,PATNA JN,176,0 days 06:15:00,05:35:00,11:50:00
4634,Patna Jhajha Passenger MEMU,63208,PATNA JN,JHAJHA,176,0 days 06:10:00,08:30:00,14:40:00
4635,Jhajha Patna MEMU,63209,JHAJHA,PATNA JN,176,0 days 06:35:00,07:00:00,13:35:00
4636,PATNA - JHAJHA Passenger,63210,PATNA JN,JHAJHA,176,0 days 05:45:00,11:35:00,17:20:00
4637,JASIDIH - PATNA MEMU,63211,JASIDIH JN,PATNA JN,176,0 days 06:40:00,17:00:00,23:40:00
4638,Patna-Jhajha Passenger MEMU,63212,PATNA JN,JHAJHA,176,0 days 06:05:00,14:30:00,20:35:00
4639,Mokama Danapur Passenger,63217,MOKAMEH JN,DANAPUR,99,0 days 03:25:00,06:05:00,09:30:00
4640,Danapur Mokameh passenger,63218,DANAPUR,MOKAMEH JN,99,0 days 03:25:00,18:20:00,21:45:00
4641,Danapur Ara MEMU,63219,DANAPUR,RAGHUNATHPUR,76,0 days 02:15:00,09:50:00,12:05:00
4642,Ara Danapur Passenger,63220,RAGHUNATHPUR,PATNA JN,85,0 days 03:05:00,15:00:00,18:05:00
4643,Patna Ara Passenger DEMU,63223,PATNA JN,ARA,49,0 days 01:50:00,20:30:00,22:20:00
4644,Ara Patna MEMU,63224,ARA,PATNA JN,49,0 days 01:40:00,03:30:00,05:10:00
4645,Patna Buxar Passenger MEMU,63225,PATNA JN,BUXAR,117,0 days 03:15:00,12:20:00,15:35:00
4646,Buxar Patna Passenger,63226,BUXAR,PATNA JN,117,0 days 03:50:00,16:00:00,19:50:00
4647,Patna Buxar Passenger MEMU,63227,PATNA JN,BUXAR,117,0 days 03:20:00,07:40:00,11:00:00
4648,Baxur Patna Passenger MEMU,63228,BUXAR,PATNA JN,117,0 days 04:55:00,18:40:00,23:35:00
4649,Buxar Mughal Sarai Passenger MEMU,63229,BUXAR,MUGHAL SARAI JN,94,0 days 03:45:00,11:30:00,15:15:00
4650,Mughal Sarai Buxar Passenger,63230,MUGHAL SARAI JN,BUXAR,94,0 days 02:45:00,15:45:00,18:30:00
4651,Patna Buxar Passenger DMU,63231,PATNA JN,BUXAR,117,0 days 04:05:00,19:35:00,23:40:00
4652,Buxar Patna Passenger,63232,BUXAR,PATNA JN,117,0 days 04:00:00,06:30:00,10:30:00
4653,Patna Gaya Passenger MEMU,63243,PATNA JN,GAYA JN,92,0 days 03:25:00,07:00:00,10:25:00
4654,Gaya Patna Passenger MEMU,63244,GAYA JN,PATNA JN,92,0 days 03:30:00,05:45:00,09:15:00
4655,Patna Gaya Passenger MEMU,63245,PATNA JN,GAYA JN,92,0 days 03:10:00,08:30:00,11:40:00
4656,Gaya Patna Passenger MEMU,63246,GAYA JN,PATNA JN,92,0 days 03:10:00,10:30:00,13:40:00
4657,Patna Gaya Passenger MEMU,63247,PATNA JN,GAYA JN,92,0 days 02:45:00,10:30:00,13:15:00
4658,Gaya Patna Passenger MEMU,63248,GAYA JN,PATNA JN,92,0 days 03:25:00,11:30:00,14:55:00
4659,Patna Gaya Passenger MEMU,63249,PATNA JN,GAYA JN,92,0 days 03:00:00,14:30:00,17:30:00
4660,Gaya Patna Passenger MEMU,63250,GAYA JN,PATNA JN,92,0 days 02:55:00,12:25:00,15:20:00
4661,Patna Gaya Passenger MEMU,63251,PATNA JN,GAYA JN,92,0 days 03:20:00,16:15:00,19:35:00
4662,Gaya Patna Passenger MEMU,63252,GAYA JN,PATNA JN,92,0 days 03:00:00,15:00:00,18:00:00
4663,Patna Gaya Passenger MEMU,63253,PATNA JN,GAYA JN,92,0 days 02:45:00,18:30:00,21:15:00
4664,Gaya Patna Passenger MEMU,63254,GAYA JN,PATNA JN,92,0 days 03:25:00,18:10:00,21:35:00
4665,Patna Gaya Passenger MEMU,63255,PATNA JN,GAYA JN,92,0 days 03:00:00,22:00:00,01:00:00
4666,Gaya Patna Passenger MEMU,63256,GAYA JN,PATNA JN,92,0 days 02:41:00,21:20:00,00:01:00
4667,HWH BWN FAST,63501,HOWRAH JN,BARDDHAMAN JN,107,0 days 01:50:00,01:50:00,03:40:00
4668,BWN Howrah EMU,63502,BARDDHAMAN JN,HOWRAH JN,105,0 days 02:22:00,21:58:00,00:20:00
4669,Barddhaman Asansol mEMU,63505,BARDDHAMAN JN,ASANSOL JN,106,0 days 01:55:00,04:10:00,06:05:00
4670,Barddhaman Asansol mEMU,63509,BARDDHAMAN JN,ASANSOL JN,106,0 days 01:50:00,07:25:00,09:15:00
4671,Barddhaman Asansol mEMU,63511,BARDDHAMAN JN,ASANSOL JN,106,0 days 01:55:00,08:40:00,10:35:00
4672,Barddhaman Asansol mEMU,63513,BARDDHAMAN JN,ASANSOL JN,106,0 days 01:50:00,10:00:00,11:50:00
4673,Barddhaman Asansol mEMU,63515,BARDDHAMAN JN,ASANSOL JN,106,0 days 01:50:00,12:05:00,13:55:00
4674,Barddhaman Asansol mEMU,63519,BARDDHAMAN JN,ASANSOL JN,106,0 days 01:55:00,15:20:00,17:15:00
4675,Barddhaman Asansol mEMU,63521,BARDDHAMAN JN,ASANSOL JN,106,0 days 01:50:00,16:05:00,17:55:00
4676,Barddhaman Asansol mEMU,63523,BARDDHAMAN JN,ASANSOL JN,106,0 days 01:55:00,17:20:00,19:15:00
4677,Ranchi Asansol MEMU,63597,RANCHI,ASANSOL JN,199,0 days 06:15:00,11:30:00,17:45:00
4678,Asansol Ranchi MEMU,63598,ASANSOL JN,RANCHI,198,0 days 05:45:00,05:20:00,11:05:00
4679,KOLKATA CHITPUR - SITAMARHI Mithilanchal Exp,13155,KOLKATA CHITPUR,SITAMARHI JN,552,0 days 12:15:00,20:55:00,09:10:00
4680,JAYNAGAR - HOWRAH Passenger,53042,JAYNAGAR,HOWRAH JN,730,1 days 04:20:00,18:45:00,23:05:00
4681,Jhansi Banda Passenger,54159,JHANSI JN,BANDA JN,191,0 days 04:20:00,12:30:00,16:50:00
4682,Barddhaman Asansol mEMU,63525,BARDDHAMAN JN,ASANSOL JN,106,0 days 01:55:00,20:05:00,22:00:00
4683,ASANSOL-GOMOH PASSENGER (MEMU),63541,ASANSOL JN,GOMOH JN,87,0 days 01:53:00,05:10:00,07:03:00
4684,Gomoh-Asansol MEMU,63542,GOMOH JN,ASANSOL JN,87,0 days 02:00:00,07:20:00,09:20:00
4685,ASANSOL GOMOH PASS,63543,ASANSOL JN,GOMOH JN,87,0 days 02:05:00,18:10:00,20:15:00
4686,Gomoh Asansol Passenger MEMU,63544,GOMOH JN,ASANSOL JN,87,0 days 01:50:00,21:10:00,23:00:00
4687,Dhanbad Asansol Passenger MEMU,63546,DHANBAD JN,ASANSOL JN,58,0 days 01:20:00,09:50:00,11:10:00
4688,Dhanbad Hazaribagh Passenger MEMU,63547,DHANBAD JN,HAZARIBAGH ROAD,90,0 days 01:25:00,15:30:00,16:55:00
4689,Hazaribagh Road-Gaya Passenger,63549,HAZARIBAGH ROAD,GAYA JN,109,0 days 02:53:00,17:17:00,20:10:00
4690,Koderma Dhanbad Passenger MEMU,63550,KODERMA,DHANBAD JN,133,0 days 02:25:00,07:20:00,09:45:00
4691,Asansol Dhanbad Passenger MEMU,63551,ASANSOL JN,DHANBAD JN,58,0 days 01:20:00,23:00:00,00:20:00
4692,Dhanbad Asansol Passenger MEMU,63552,DHANBAD JN,ASANSOL JN,58,0 days 01:20:00,03:30:00,04:50:00
4693,Asansol Purulia MEMU Passenger,63556,ASANSOL JN,PURULIA JN,80,0 days 02:23:00,10:52:00,13:15:00
4694,asansol jasidih mEMU,63561,ASANSOL JN,JASIDIH JN,111,0 days 02:10:00,07:30:00,09:40:00
4695,baidyanath dham asansol passenger,63562,Baidyanathdham Deoghar,ASANSOL JN,117,0 days 02:40:00,04:10:00,06:50:00
4696,Asansol Jasidh MEMU,63563,ASANSOL JN,JASIDIH JN,110,0 days 02:08:00,20:32:00,22:40:00
4697,jasidih Asansol mEMU,63564,JASIDIH JN,ASANSOL JN,111,0 days 02:10:00,17:40:00,19:50:00
4698,Asansol Jhajha Passenger,63567,ASANSOL JN,JHAJHA,154,0 days 03:20:00,09:35:00,12:55:00
4699,jhajha asansol memu,63568,JHAJHA,ASANSOL JN,155,0 days 03:20:00,13:20:00,16:40:00
4700,Asansol jasidih mEMU,63569,ASANSOL JN,JASIDIH JN,111,0 days 02:15:00,17:25:00,19:40:00
4701,Baidyanathdham Asansol Passenger,63570,Baidyanathdham Deoghar,ASANSOL JN,117,0 days 02:40:00,06:20:00,09:00:00
4702,Kiul Jasidih Passenger MEMU,63572,KIUL JN,JASIDIH JN,97,0 days 02:30:00,05:50:00,08:20:00
4703,Kiul Jhajha Passenger,63574,KIUL JN,JASIDIH JN,97,0 days 02:25:00,14:10:00,16:35:00
4704,Bokaro Steel City-Asansol Memu,63591,BOKARO STEEL CITY,ASANSOL JN,140,0 days 03:10:00,15:40:00,18:50:00
4705,Asansol-Bokaro Steel City MEMU,63592,ASANSOL JN,BOKARO STEEL CITY,140,0 days 03:25:00,07:05:00,10:30:00
4706,Purulia Asansol MEMU Passenger,63593,PURULIA JN,ASANSOL JN,80,0 days 02:25:00,14:20:00,16:45:00
4707,Asansol-Purulia MEMU,63594,ASANSOL JN,PURULIA JN,80,0 days 02:23:00,10:52:00,13:15:00
4708,Bokaro Steel City-Asansol MEMU,63595,BOKARO STEEL CITY,ASANSOL JN,194,0 days 05:10:00,03:40:00,08:50:00
4709,Asansol-Bokaro Steel City MEMU,63596,ASANSOL JN,BOKARO STEEL CITY,146,0 days 04:40:00,17:50:00,22:30:00
4710,Delhi Panipat EMU,64001,OLD DELHI,PANIPAT JN,88,0 days 02:15:00,19:30:00,21:45:00
4711,Panipat Delhi EMU,64002,PANIPAT JN,OLD DELHI,88,0 days 02:15:00,06:30:00,08:45:00
4712,Nizamuddin Parikrama,64089,DELHI H NIZAMUDDIN,PRAGATI MAIDAN,32,0 days 01:14:00,16:45:00,17:59:00
4713,Nizamuddin Parikrama EMU,64090,DELHI H NIZAMUDDIN,LAJPAT NAGAR,32,0 days 01:16:00,09:15:00,10:31:00
4714,Nizamuddin Nizamuddin Parikrama EMU,64091,DELHI H NIZAMUDDIN,PRAGATI MAIDAN,37,0 days 01:36:00,08:00:00,09:36:00
4715,Nizamuddin Parikrama EMU,64092,DELHI H NIZAMUDDIN,LAJPAT NAGAR,32,0 days 01:22:00,19:00:00,20:22:00
